"id_cliente","nome_cliente","idade","endereco"
"4753","Elena","32","RS"
"4754","Felipe","44","MS"
"4755","David","34","PI"
"4756","Bruno","38","RN"
"4757","Gloria","45","PE"
"4758","David","34","GO"
"4759","Alice","30","MS"
"4760","João","18","MA"
"4761","Alice","21","DF"
"4762","David","50","PR"
"4763","Felipe","26","MS"
"4764","Iris","18","GO"
"4765","Alice","40","GO"
"4766","Elena","40","RN"
"4767","Alice","33","PR"
"4768","Hector","25","PR"
"4769","Iris","28","GO"
"4770","Felipe","24","MS"
"4771","David","28","AL"
"4772","Iris","38","SP"
"4773","Carla","18","AL"
"4774","João","42","RN"
"4775","João","19","MA"
"4776","Hector","21","CE"
"4777","David","33","AC"
"4778","João","47","AL"
"4779","Iris","24","PI"
"4780","Gloria","20","AC"
"4781","Carla","19","PI"
"4782","Elena","20","PI"
"4783","João","44","PR"
"4784","Gloria","45","AM"
"4785","David","46","AC"
"4786","Carla","20","PA"
"4787","Felipe","28","MS"
"4788","Alice","44","SP"
"4789","Felipe","19","DF"
"4790","Elena","23","RN"
"4791","David","24","GO"
"4792","Elena","38","CE"
"4793","Hector","47","MG"
"4794","Alice","20","CE"
"4795","Iris","23","PE"
"4796","Elena","44","GO"
"4797","Alice","50","DF"
"4798","Alice","31","BA"
"4799","Bruno","33","AC"
"4800","Alice","42","RJ"
"4801","Felipe","25","PR"
"4802","Elena","25","AM"
"4803","Alice","22","SP"
"4804","Iris","20","AL"
"4805","Alice","27","AM"
"4806","Carla","34","AP"
"4807","Felipe","34","PB"
"4808","Bruno","44","DF"
"4809","Elena","29","RN"
"4810","João","24","GO"
"4811","Carla","19","MA"
"4812","Bruno","39","PB"
"4813","Bruno","34","AL"
"4814","Hector","33","RN"
"4815","João","35","MT"
"4816","Iris","34","RS"
"4817","Bruno","46","MS"
"4818","Felipe","32","GO"
"4819","Gloria","41","CE"
"4820","João","29","PR"
"4821","Carla","37","SP"
"4822","Iris","45","PB"
"4823","Gloria","32","MG"
"4824","Bruno","21","ES"
"4825","Felipe","45","RS"
"4826","Carla","18","BA"
"4827","Hector","40","SP"
"4828","Iris","21","SP"
"4829","Alice","30","AL"
"4830","João","27","MT"
"4831","Iris","39","RJ"
"4832","Carla","33","MA"
"4833","Iris","20","DF"
"4834","Hector","40","RJ"
"4835","Alice","20","PB"
"4836","Gloria","45","MG"
"4837","David","43","RJ"
"4838","David","18","MS"
"4839","Gloria","29","BA"
"4840","Alice","22","ES"
"4841","Alice","31","MA"
"4842","Elena","44","MG"
"4843","Iris","24","ES"
"4844","Elena","35","MS"
"4845","Alice","19","AL"
"4846","Iris","29","CE"
"4847","Felipe","19","PI"
"4848","João","33","PA"
"4849","João","32","PB"
"4850","Alice","38","PB"
"4851","João","50","MS"
"4852","Felipe","44","MA"
"4853","João","32","ES"
"4854","João","30","MT"
"4855","Alice","41","PA"
"4856","Elena","25","MG"
"4857","Alice","47","ES"
"4858","Elena","46","MA"
"4859","Gloria","27","MA"
"4860","João","32","PA"
"4861","Gloria","32","ES"
"4862","Bruno","21","PR"
"4863","Carla","23","RN"
"4864","Felipe","21","PI"
"4865","David","24","CE"
"4866","João","33","RJ"
"4867","Carla","50","MS"
"4868","Elena","31","RJ"
"4869","David","34","AM"
"4870","Felipe","21","PB"
"4871","Hector","35","PB"
"4872","Iris","49","BA"
"4873","Elena","24","BA"
"4874","Hector","34","DF"
"4875","Felipe","29","AL"
"4876","Bruno","29","SP"
"4877","Felipe","33","AC"
"4878","Hector","36","RS"
"4879","David","50","RJ"
"4880","Carla","50","MT"
"4881","Gloria","49","MA"
"4882","Alice","31","AP"
"4883","Alice","21","CE"
"4884","Iris","50","MA"
"4885","David","20","MS"
"4886","Hector","22","RN"
"4887","Alice","37","MG"
"4888","Bruno","36","AP"
"4889","Felipe","38","SP"
"4890","Felipe","22","CE"
"4891","David","23","MS"
"4892","Alice","29","ES"
"4893","Hector","47","PI"
"4894","Bruno","37","RS"
"4895","Hector","40","ES"
"4896","David","21","AL"
"4897","Iris","20","RJ"
"4898","Felipe","32","RS"
"4899","Carla","39","PA"
"4900","Felipe","31","PR"
"4901","Bruno","37","CE"
"4902","David","41","MG"
"4903","Bruno","25","MT"
"4904","Felipe","33","MA"
"4905","Felipe","48","AC"
"4906","Hector","37","ES"
"4907","Hector","29","RN"
"4908","João","21","SP"
"4909","Felipe","18","RS"
"4910","Felipe","34","MG"
"4911","Elena","38","MS"
"4912","Elena","29","AP"
"4913","Gloria","27","MS"
"4914","Iris","21","PR"
"4915","Felipe","21","MA"
"4916","Alice","25","ES"
"4917","Carla","22","MT"
"4918","Felipe","27","AP"
"4919","Hector","45","RN"
"4920","Felipe","39","RJ"
"4921","Bruno","36","PB"
"4922","Iris","40","MG"
"4923","João","30","SP"
"4924","David","46","AM"
"4925","Carla","34","MT"
"4926","João","34","AP"
"4927","Gloria","24","AP"
"4928","Carla","19","MA"
"4929","Carla","20","MS"
"4930","Elena","22","BA"
"4931","Carla","38","MG"
"4932","Gloria","33","DF"
"4933","Gloria","47","AP"
"4934","David","47","MS"
"4935","Alice","42","ES"
"4936","Hector","18","ES"
"4937","Bruno","43","MT"
"4938","Carla","34","PI"
"4939","Alice","49","PB"
"4940","Carla","19","RN"
"4941","Felipe","34","PB"
"4942","Hector","21","MG"
"4943","Felipe","44","MA"
"4944","Iris","21","RS"
"4945","Hector","35","MA"
"4946","Iris","44","RN"
"4947","David","21","RS"
"4948","Hector","19","RJ"
"4949","David","24","CE"
"4950","Carla","46","ES"
"4951","Iris","31","AC"
"4952","Bruno","21","BA"
"4953","Felipe","41","AM"
"4954","Elena","49","MG"
"4955","João","47","PR"
"4956","David","19","AM"
"4957","Carla","29","PR"
"4958","Iris","25","RJ"
"4959","Hector","31","PE"
"4960","Bruno","37","PA"
"4961","David","26","MA"
"4962","David","35","GO"
"4963","Carla","38","PI"
"4964","Felipe","47","RJ"
"4965","Iris","45","MA"
"4966","Gloria","24","RN"
"4967","Iris","23","RS"
"4968","Hector","38","GO"
"4969","João","27","CE"
"4970","Gloria","49","BA"
"4971","Felipe","30","BA"
"4972","David","47","MT"
"4973","Iris","21","RS"
"4974","Iris","33","AM"
"4975","Iris","23","SP"
"4976","David","49","MG"
"4977","Iris","36","PE"
"4978","Bruno","48","RJ"
"4979","Alice","48","PE"
"4980","Felipe","50","MG"
"4981","Alice","22","BA"
"4982","Felipe","26","PI"
"4983","Carla","39","RN"
"4984","Hector","33","RJ"
"4985","Elena","29","BA"
"4986","Elena","24","RS"
"4987","David","43","AM"
"4988","Alice","43","CE"
"4989","Iris","37","RN"
"4990","Felipe","33","AP"
"4991","Hector","33","RJ"
"4992","Felipe","20","CE"
"4993","Felipe","38","PA"
"4994","David","41","SP"
"4995","Iris","20","ES"
"4996","Iris","46","GO"
"4997","Felipe","23","MT"
"4998","David","34","ES"
"4999","Carla","23","AC"
"5000","Felipe","28","BA"
"5001","Elena","37","MT"
"5002","Carla","46","DF"
"5003","Hector","47","MT"
"5004","João","29","AM"
"5005","Carla","37","ES"
"5006","Felipe","34","BA"
"5007","Iris","18","ES"
"5008","Elena","50","BA"
"5009","Carla","20","RN"
"5010","Elena","21","GO"
"5011","Felipe","30","RS"
"5012","João","44","RS"
"5013","Elena","23","RS"
"5014","Elena","48","RJ"
"5015","Alice","18","RJ"
"5016","Alice","33","GO"
"5017","Felipe","35","AM"
"5018","João","42","PB"
"5019","João","27","ES"
"5020","Bruno","20","RN"
"5021","João","42","RJ"
"5022","Bruno","48","MA"
"5023","Elena","47","MT"
"5024","Elena","20","RS"
"5025","Iris","33","MT"
"5026","Felipe","18","CE"
"5027","João","28","DF"
"5028","Felipe","44","AL"
"5029","Alice","38","SP"
"5030","Iris","40","PB"
"5031","Bruno","47","ES"
"5032","Elena","48","BA"
"5033","Iris","29","MT"
"5034","Iris","35","MS"
"5035","Alice","32","AL"
"5036","Iris","41","RJ"
"5037","David","22","SP"
"5038","Hector","26","RJ"
"5039","Carla","39","PR"
"5040","Alice","43","MG"
"5041","Hector","38","MS"
"5042","Alice","43","MG"
"5043","Carla","44","CE"
"5044","Gloria","50","RN"
"5045","Alice","43","RS"
"5046","David","47","CE"
"5047","Elena","21","AC"
"5048","Bruno","31","PI"
"5049","Bruno","48","AC"
"5050","Alice","32","DF"
"5051","Alice","30","GO"
"5052","Iris","33","PI"
"5053","Carla","19","RJ"
"5054","David","40","MT"
"5055","Bruno","25","RJ"
"5056","Carla","29","BA"
"5057","Hector","45","AC"
"5058","Iris","27","PE"
"5059","Gloria","29","ES"
"5060","João","27","PR"
"5061","Alice","47","MG"
"5062","Bruno","41","ES"
"5063","Felipe","44","MG"
"5064","Elena","49","MA"
"5065","Felipe","35","CE"
"5066","David","29","MS"
"5067","Gloria","30","DF"
"5068","Bruno","50","PB"
"5069","João","42","PI"
"5070","Bruno","23","MA"
"5071","Hector","19","AP"
"5072","Carla","19","MT"
"5073","Iris","49","PI"
"5074","David","21","ES"
"5075","Alice","50","PA"
"5076","Elena","41","AP"
"5077","Iris","31","RJ"
"5078","Hector","31","BA"
"5079","Bruno","45","MT"
"5080","Bruno","36","DF"
"5081","Gloria","45","AM"
"5082","Carla","40","AL"
"5083","Felipe","23","RJ"
"5084","Alice","31","AC"
"5085","Hector","33","AM"
"5086","Hector","50","AC"
"5087","João","48","RJ"
"5088","Hector","40","RJ"
"5089","Alice","36","AL"
"5090","Bruno","36","BA"
"5091","Elena","47","RN"
"5092","Alice","35","AL"
"5093","Alice","33","AP"
"5094","João","29","RN"
"5095","Bruno","28","CE"
"5096","Iris","25","GO"
"5097","Bruno","26","MA"
"5098","Hector","35","PB"
"5099","Carla","34","AL"
"5100","Carla","26","MG"
"5101","Iris","21","PA"
"5102","Hector","19","PI"
"5103","Iris","19","GO"
"5104","Carla","20","AC"
"5105","Hector","23","PB"
"5106","David","22","PI"
"5107","Elena","48","RJ"
"5108","Iris","23","RS"
"5109","João","22","PE"
"5110","João","43","RS"
"5111","Bruno","37","RJ"
"5112","Carla","21","PA"
"5113","Bruno","19","PR"
"5114","Hector","26","PA"
"5115","Alice","43","CE"
"5116","Alice","37","AL"
"5117","Iris","32","MG"
"5118","Carla","29","MA"
"5119","Carla","42","RN"
"5120","Alice","46","MT"
"5121","João","48","RS"
"5122","Elena","24","AC"
"5123","Gloria","37","PB"
"5124","João","29","MS"
"5125","João","45","CE"
"5126","Elena","43","RS"
"5127","Bruno","48","PB"
"5128","Bruno","28","GO"
"5129","João","33","RS"
"5130","João","30","PR"
"5131","Felipe","38","PI"
"5132","Hector","34","BA"
"5133","Bruno","44","PR"
"5134","Alice","19","RS"
"5135","Carla","48","MA"
"5136","Alice","23","DF"
"5137","Iris","50","PI"
"5138","Bruno","24","RJ"
"5139","Alice","23","PB"
"5140","João","19","BA"
"5141","Elena","42","PB"
"5142","David","36","ES"
"5143","Iris","25","CE"
"5144","João","35","GO"
"5145","Carla","45","PB"
"5146","João","30","PB"
"5147","Alice","47","AC"
"5148","Iris","49","PE"
"5149","João","23","PE"
"5150","Iris","33","GO"
"5151","Elena","23","PE"
"5152","Gloria","46","MT"
"5153","Carla","19","RS"
"5154","Hector","43","CE"
"5155","Elena","24","PI"
"5156","Iris","33","GO"
"5157","Carla","43","MT"
"5158","Elena","32","AP"
"5159","João","31","AL"
"5160","Iris","41","AL"
"5161","Hector","27","CE"
"5162","Carla","22","AM"
"5163","Iris","49","RN"
"5164","Alice","29","AC"
"5165","Felipe","33","PB"
"5166","Hector","31","ES"
"5167","Carla","45","RN"
"5168","Gloria","43","PA"
"5169","Gloria","21","PR"
"5170","Felipe","18","PA"
"5171","David","35","MT"
"5172","David","20","RJ"
"5173","Gloria","37","MT"
"5174","Felipe","22","BA"
"5175","Elena","23","AP"
"5176","Carla","22","RN"
"5177","Hector","41","RN"
"5178","João","25","MA"
"5179","Alice","32","PR"
"5180","Hector","30","PR"
"5181","Iris","18","PE"
"5182","Bruno","26","CE"
"5183","João","38","MA"
"5184","Gloria","42","ES"
"5185","Gloria","50","MA"
"5186","Carla","23","RS"
"5187","Elena","45","AM"
"5188","Carla","39","AL"
"5189","Iris","36","MT"
"5190","Elena","39","CE"
"5191","David","41","RS"
"5192","Iris","33","MG"
"5193","João","50","BA"
"5194","Elena","30","SP"
"5195","Elena","29","AL"
"5196","Elena","22","MG"
"5197","Gloria","30","ES"
"5198","Felipe","26","AM"
"5199","João","45","MT"
"5200","Hector","50","RS"
"5201","Alice","36","SP"
"5202","Bruno","21","DF"
"5203","David","39","ES"
"5204","Gloria","40","MT"
"5205","Gloria","40","PE"
"5206","Elena","27","CE"
"5207","Alice","40","DF"
"5208","Elena","46","SP"
"5209","Hector","25","BA"
"5210","João","30","RS"
"5211","Gloria","50","PA"
"5212","Alice","37","DF"
"5213","Hector","48","AM"
"5214","Gloria","19","RS"
"5215","João","29","PA"
"5216","Elena","46","SP"
"5217","David","45","PR"
"5218","Bruno","39","GO"
"5219","Gloria","40","ES"
"5220","Carla","42","RJ"
"5221","Bruno","26","AC"
"5222","Bruno","41","AP"
"5223","Iris","49","DF"
"5224","João","28","SP"
"5225","David","34","PB"
"5226","Elena","34","AL"
"5227","Hector","28","PI"
"5228","Alice","20","MA"
"5229","João","30","MT"
"5230","Alice","19","MS"
"5231","Bruno","24","SP"
"5232","Elena","38","MS"
"5233","David","34","RS"
"5234","Elena","38","CE"
"5235","Carla","33","ES"
"5236","Hector","43","GO"
"5237","João","44","PI"
"5238","Carla","38","PA"
"5239","Bruno","23","AC"
"5240","Alice","47","MG"
"5241","Bruno","24","AP"
"5242","Elena","33","MT"
"5243","Elena","24","DF"
"5244","Hector","30","MG"
"5245","David","25","ES"
"5246","Iris","40","PB"
"5247","Hector","35","RS"
"5248","Bruno","33","PR"
"5249","Elena","18","MG"
"5250","Iris","48","PR"
"5251","Bruno","30","ES"
"5252","João","41","MG"
"5253","David","31","RJ"
"5254","Iris","23","RN"
"5255","Carla","38","AM"
"5256","Iris","26","BA"
"5257","Iris","22","MS"
"5258","Hector","38","SP"
"5259","Iris","35","RS"
"5260","Gloria","27","PI"
"5261","Hector","34","PB"
"5262","Gloria","45","PR"
"5263","Elena","18","RN"
"5264","Elena","29","PI"
"5265","Carla","33","GO"
"5266","Bruno","46","AP"
"5267","Bruno","44","ES"
"5268","Gloria","45","BA"
"5269","Gloria","31","GO"
"5270","David","44","ES"
"5271","Felipe","22","SP"
"5272","Elena","34","AM"
"5273","Carla","40","CE"
"5274","Felipe","46","PA"
"5275","Alice","49","AC"
"5276","Felipe","33","PB"
"5277","David","46","PB"
"5278","Gloria","19","AP"
"5279","Iris","28","CE"
"5280","João","21","PR"
"5281","Iris","48","AC"
"5282","Carla","42","SP"
"5283","Felipe","20","AP"
"5284","Carla","49","AP"
"5285","Bruno","40","PE"
"5286","Gloria","20","PI"
"5287","Hector","32","RN"
"5288","Iris","26","PA"
"5289","João","41","PR"
"5290","Felipe","18","PB"
"5291","Alice","35","AL"
"5292","Felipe","29","AL"
"5293","Bruno","33","AC"
"5294","Alice","25","ES"
"5295","David","30","AP"
"5296","Hector","34","GO"
"5297","Iris","25","MG"
"5298","Iris","20","SP"
"5299","Felipe","18","RN"
"5300","Carla","32","AL"
"5301","João","26","AC"
"5302","Hector","30","BA"
"5303","Hector","20","PR"
"5304","Alice","41","AP"
"5305","Felipe","48","RS"
"5306","Alice","28","PB"
"5307","Hector","50","PE"
"5308","Bruno","34","RS"
"5309","Felipe","21","DF"
"5310","Elena","24","MA"
"5311","Bruno","50","PA"
"5312","Bruno","28","PR"
"5313","Felipe","38","SP"
"5314","Hector","38","RN"
"5315","Elena","19","BA"
"5316","Carla","39","PA"
"5317","João","28","CE"
"5318","Elena","45","RN"
"5319","Elena","37","PR"
"5320","Iris","26","AM"
"5321","Bruno","26","RN"
"5322","Gloria","38","SP"
"5323","Alice","38","RS"
"5324","Elena","28","AP"
"5325","Gloria","25","AC"
"5326","João","48","PA"
"5327","Carla","33","GO"
"5328","Hector","38","DF"
"5329","David","28","CE"
"5330","Felipe","42","RJ"
"5331","João","47","RN"
"5332","Gloria","42","AL"
"5333","Hector","43","RJ"
"5334","Iris","35","GO"
"5335","David","18","ES"
"5336","Felipe","40","MS"
"5337","Iris","32","DF"
"5338","David","24","PR"
"5339","Carla","25","PR"
"5340","Elena","31","PI"
"5341","Alice","19","PB"
"5342","Carla","27","MS"
"5343","João","20","MS"
"5344","Bruno","42","MG"
"5345","Iris","31","AM"
"5346","David","44","MA"
"5347","Hector","47","MG"
"5348","Hector","22","BA"
"5349","David","18","BA"
"5350","Elena","20","PB"
"5351","Carla","23","GO"
"5352","Gloria","41","BA"
"5353","Elena","47","GO"
"5354","Felipe","32","AM"
"5355","Hector","29","GO"
"5356","Elena","30","PI"
"5357","Felipe","26","GO"
"5358","Felipe","19","RS"
"5359","João","36","SP"
"5360","Iris","39","PI"
"5361","João","42","DF"
"5362","Elena","43","PI"
"5363","Elena","36","PR"
"5364","Iris","39","AC"
"5365","Carla","31","BA"
"5366","Gloria","37","PA"
"5367","David","23","ES"
"5368","David","31","MS"
"5369","Hector","50","MT"
"5370","João","38","AP"
"5371","Carla","27","AC"
"5372","Hector","49","AM"
"5373","Alice","32","PB"
"5374","Gloria","36","MG"
"5375","Alice","25","MG"
"5376","João","29","ES"
"5377","David","19","AC"
"5378","Iris","35","GO"
"5379","Felipe","28","AC"
"5380","Gloria","45","DF"
"5381","Iris","19","AM"
"5382","Gloria","24","RJ"
"5383","Alice","18","CE"
"5384","Gloria","21","RN"
"5385","Hector","18","MA"
"5386","Iris","20","RN"
"5387","Bruno","22","MG"
"5388","Hector","50","RN"
"5389","Bruno","19","RJ"
"5390","Alice","37","MG"
"5391","Carla","40","RN"
"5392","Alice","26","RJ"
"5393","Felipe","46","AP"
"5394","Hector","50","RS"
"5395","Carla","26","AL"
"5396","Bruno","26","AM"
"5397","Iris","38","AP"
"5398","João","33","RS"
"5399","David","35","AP"
"5400","Gloria","32","SP"
"5401","Iris","36","DF"
"5402","Felipe","32","MS"
"5403","Bruno","25","RS"
"5404","David","26","DF"
"5405","Carla","19","CE"
"5406","Alice","48","AL"
"5407","Felipe","49","AL"
"5408","Iris","43","ES"
"5409","Hector","21","MA"
"5410","Elena","44","AM"
"5411","Alice","26","PA"
"5412","David","34","DF"
"5413","Elena","30","CE"
"5414","Iris","40","SP"
"5415","João","29","PE"
"5416","Bruno","26","AM"
"5417","Elena","30","DF"
"5418","David","27","RN"
"5419","Elena","35","PR"
"5420","Hector","50","CE"
"5421","Alice","33","ES"
"5422","Bruno","35","ES"
"5423","Felipe","29","CE"
"5424","Alice","22","PR"
"5425","João","20","MS"
"5426","David","39","AL"
"5427","Alice","42","ES"
"5428","Alice","36","DF"
"5429","Felipe","21","AC"
"5430","João","33","MS"
"5431","David","34","RJ"
"5432","Bruno","42","AM"
"5433","Carla","31","BA"
"5434","João","42","RS"
"5435","Felipe","50","CE"
"5436","David","44","ES"
"5437","David","36","RJ"
"5438","Gloria","19","ES"
"5439","Bruno","48","PI"
"5440","Carla","33","SP"
"5441","Alice","35","PI"
"5442","Iris","23","AM"
"5443","Felipe","44","SP"
"5444","Gloria","48","DF"
"5445","João","25","MA"
"5446","Hector","37","PI"
"5447","Carla","50","RS"
"5448","Felipe","23","RS"
"5449","Hector","30","MS"
"5450","Alice","23","MS"
"5451","Bruno","46","PI"
"5452","Felipe","31","AM"
"5453","Elena","22","SP"
"5454","João","18","DF"
"5455","Carla","30","MS"
"5456","Elena","43","SP"
"5457","João","21","DF"
"5458","Alice","44","MS"
"5459","Hector","46","MG"
"5460","Elena","21","RS"
"5461","João","30","PE"
"5462","Carla","20","MT"
"5463","Elena","50","DF"
"5464","David","32","ES"
"5465","Hector","47","ES"
"5466","Carla","38","BA"
"5467","João","27","PA"
"5468","David","47","BA"
"5469","Carla","28","PB"
"5470","Bruno","32","GO"
"5471","Felipe","22","PI"
"5472","Iris","50","ES"
"5473","Gloria","45","MT"
"5474","Iris","39","MG"
"5475","Carla","32","RN"
"5476","Hector","50","AC"
"5477","Carla","27","PA"
"5478","Iris","18","PB"
"5479","David","34","RS"
"5480","Gloria","35","PI"
"5481","Hector","42","PB"
"5482","Gloria","47","AM"
"5483","Alice","18","AL"
"5484","João","43","ES"
"5485","Iris","24","MG"
"5486","David","23","PI"
"5487","Felipe","48","RJ"
"5488","David","33","PR"
"5489","Alice","30","PI"
"5490","Bruno","22","GO"
"5491","David","26","AL"
"5492","Bruno","29","PA"
"5493","Hector","22","PR"
"5494","Alice","44","CE"
"5495","Bruno","37","RJ"
"5496","David","29","BA"
"5497","Bruno","47","MA"
"5498","Elena","46","PA"
"5499","Bruno","34","RJ"
"5500","Gloria","22","MA"
"5501","Iris","26","RS"
"5502","Carla","34","DF"
"5503","João","30","PI"
"5504","Carla","37","MS"
"5505","Bruno","27","AP"
"5506","Elena","29","AM"
"5507","Alice","27","AC"
"5508","Carla","36","MA"
"5509","Iris","29","RJ"
"5510","Bruno","38","BA"
"5511","Bruno","44","PR"
"5512","Alice","37","RS"
"5513","Carla","44","AP"
"5514","Alice","39","AL"
"5515","João","28","RS"
"5516","Iris","26","CE"
"5517","João","34","AM"
"5518","Iris","33","MS"
"5519","Hector","29","AC"
"5520","Gloria","32","DF"
"5521","Bruno","33","MS"
"5522","Gloria","49","PE"
"5523","Carla","29","DF"
"5524","Bruno","37","AL"
"5525","Elena","40","AM"
"5526","Bruno","45","ES"
"5527","João","28","AP"
"5528","Iris","36","PI"
"5529","Bruno","21","DF"
"5530","João","47","SP"
"5531","Felipe","43","AM"
"5532","Elena","45","AL"
"5533","Gloria","38","PE"
"5534","Alice","29","AL"
"5535","David","31","AL"
"5536","David","41","PR"
"5537","João","21","RJ"
"5538","João","44","MT"
"5539","Carla","42","DF"
"5540","Bruno","40","RJ"
"5541","Bruno","43","ES"
"5542","Elena","27","MS"
"5543","Alice","47","MG"
"5544","Bruno","22","MG"
"5545","Bruno","36","MG"
"5546","Elena","41","PB"
"5547","Felipe","26","CE"
"5548","Gloria","49","RN"
"5549","Felipe","26","MG"
"5550","Bruno","44","MT"
"5551","Elena","46","SP"
"5552","Felipe","50","PE"
"5553","Bruno","25","AM"
"5554","Felipe","44","DF"
"5555","Gloria","31","AC"
"5556","João","21","PB"
"5557","Elena","49","PA"
"5558","Hector","37","PA"
"5559","Carla","44","AC"
"5560","Iris","19","AP"
"5561","Carla","24","AP"
"5562","Elena","37","PR"
"5563","João","44","AC"
"5564","Hector","29","MA"
"5565","Gloria","48","BA"
"5566","Iris","42","MG"
"5567","Bruno","25","PR"
"5568","João","27","ES"
"5569","Felipe","30","AP"
"5570","Elena","27","GO"
"5571","Carla","49","MT"
"5572","João","48","RN"
"5573","Gloria","39","DF"
"5574","João","28","PB"
"5575","Iris","43","PR"
"5576","João","39","PE"
"5577","Hector","22","SP"
"5578","David","33","GO"
"5579","Hector","46","BA"
"5580","João","39","GO"
"5581","Gloria","41","BA"
"5582","Hector","18","SP"
"5583","Carla","29","RJ"
"5584","Iris","41","PI"
"5585","Elena","43","MS"
"5586","Elena","20","AC"
"5587","Gloria","21","AL"
"5588","Hector","46","GO"
"5589","Alice","42","RJ"
"5590","Elena","47","AP"
"5591","Carla","49","AM"
"5592","Carla","25","RJ"
"5593","João","45","SP"
"5594","Hector","23","PI"
"5595","Hector","39","MA"
"5596","David","46","PI"
"5597","Gloria","20","DF"
"5598","David","42","RN"
"5599","Iris","43","AC"
"5600","Carla","41","MG"
"5601","Bruno","29","DF"
"5602","Gloria","22","MT"
"5603","Gloria","29","RN"
"5604","Hector","42","SP"
"5605","David","19","MT"
"5606","João","50","PA"
"5607","Bruno","37","ES"
"5608","Elena","45","AL"
"5609","Carla","25","AP"
"5610","David","27","PE"
"5611","Felipe","40","AC"
"5612","Hector","31","RJ"
"5613","Alice","44","MS"
"5614","Elena","31","AL"
"5615","João","47","PR"
"5616","João","29","GO"
"5617","David","39","SP"
"5618","Carla","43","ES"
"5619","David","26","AL"
"5620","Hector","44","GO"
"5621","Alice","45","GO"
"5622","Iris","29","CE"
"5623","David","18","MT"
"5624","Hector","33","PB"
"5625","Felipe","37","AM"
"5626","Bruno","46","CE"
"5627","Iris","41","RJ"
"5628","Elena","28","BA"
"5629","Iris","18","RN"
"5630","Hector","30","CE"
"5631","Hector","24","BA"
"5632","Elena","25","PA"
"5633","João","40","AL"
"5634","Gloria","47","RN"
"5635","Alice","29","AP"
"5636","David","32","PE"
"5637","Bruno","18","AC"
"5638","Bruno","42","SP"
"5639","Bruno","34","DF"
"5640","Hector","49","CE"
"5641","João","31","AP"
"5642","Iris","27","AC"
"5643","Elena","40","AP"
"5644","Felipe","18","MT"
"5645","João","45","PR"
"5646","Felipe","26","RJ"
"5647","Iris","22","RS"
"5648","Gloria","43","CE"
"5649","Felipe","35","SP"
"5650","Felipe","42","PB"
"5651","David","45","MT"
"5652","Elena","19","RS"
"5653","David","48","PI"
"5654","Iris","23","PE"
"5655","Iris","18","AP"
"5656","Carla","44","PE"
"5657","Hector","45","DF"
"5658","Gloria","40","RS"
"5659","Alice","48","PE"
"5660","Felipe","22","MS"
"5661","Bruno","48","SP"
"5662","Felipe","45","AP"
"5663","João","26","GO"
"5664","João","24","PI"
"5665","Bruno","18","PE"
"5666","Felipe","49","MT"
"5667","Alice","49","MT"
"5668","Felipe","44","ES"
"5669","Bruno","35","MA"
"5670","Carla","32","MS"
"5671","Hector","50","MG"
"5672","João","43","BA"
"5673","Gloria","30","SP"
"5674","Hector","47","PE"
"5675","Felipe","25","BA"
"5676","Iris","42","AM"
"5677","Felipe","42","CE"
"5678","Iris","30","RN"
"5679","Bruno","49","RN"
"5680","David","18","CE"
"5681","Alice","21","RJ"
"5682","Bruno","29","RJ"
"5683","Iris","49","BA"
"5684","Elena","24","CE"
"5685","Carla","32","AM"
"5686","Felipe","24","DF"
"5687","Gloria","32","BA"
"5688","Bruno","50","RJ"
"5689","Gloria","31","AP"
"5690","Carla","20","RS"
"5691","Iris","25","PR"
"5692","Elena","36","PE"
"5693","Elena","41","PR"
"5694","David","48","DF"
"5695","Bruno","18","RS"
"5696","Felipe","32","AM"
"5697","Elena","45","SP"
"5698","Iris","47","MT"
"5699","Elena","26","GO"
"5700","João","36","PE"
"5701","João","21","CE"
"5702","Alice","19","AL"
"5703","Iris","47","MG"
"5704","Bruno","31","GO"
"5705","Iris","25","MT"
"5706","João","24","BA"
"5707","Elena","18","ES"
"5708","David","19","MA"
"5709","Alice","46","RJ"
"5710","Elena","19","MT"
"5711","Hector","37","AP"
"5712","Elena","49","MS"
"5713","Felipe","34","CE"
"5714","Bruno","38","AC"
"5715","Bruno","49","MT"
"5716","Alice","28","ES"
"5717","David","50","MA"
"5718","Gloria","26","RJ"
"5719","Iris","37","AC"
"5720","Bruno","42","PA"
"5721","Carla","23","DF"
"5722","Bruno","42","GO"
"5723","João","37","RN"
"5724","David","45","AM"
"5725","Elena","43","AC"
"5726","Felipe","21","BA"
"5727","David","31","MA"
"5728","Hector","26","CE"
"5729","Felipe","46","MA"
"5730","Bruno","37","MS"
"5731","Carla","41","ES"
"5732","Gloria","50","AM"
"5733","David","22","PI"
"5734","Gloria","41","PA"
"5735","Carla","20","ES"
"5736","Alice","48","BA"
"5737","Alice","31","RS"
"5738","Alice","29","PB"
"5739","Gloria","41","SP"
"5740","Carla","48","CE"
"5741","Bruno","35","ES"
"5742","Hector","32","RN"
"5743","David","23","BA"
"5744","Hector","40","RN"
"5745","Iris","38","PB"
"5746","David","49","CE"
"5747","Gloria","39","GO"
"5748","David","39","BA"
"5749","Hector","38","PI"
"5750","Gloria","40","AL"
"5751","Hector","34","RJ"
"5752","João","47","AP"
"5753","David","34","MS"
"5754","Hector","23","PI"
